t,pwr
128.1,465.62559999999996
128.2,465.6775247524752
128.3,465.6515
128.4,465.669
128.5,465.7076237623762
128.6,465.7006
128.7,465.324
128.8,465.72327920792077
128.9,465.61038217821783
129.0,465.6558
129.1,465.5763
129.2,465.5886
129.3,465.6360396039604
129.4,465.98040000000003
129.5,466.0376
129.6,466.02160000000003
129.7,466.03821782178215
129.8,465.67599999999993
129.9,465.65829009900995
130.0,465.6600297029703
130.1,465.687
130.2,466.1219999999999
130.3,466.2234653465347
130.4,465.98969999999997
130.5,465.9422
130.6,466.0201
130.7,466.06524752475246
130.8,466.0612
130.9,466.104
131.0,466.0748
131.1,466.1316
131.2,465.69102574257425
131.3,465.53428712871283
131.4,465.5374
131.5,465.93149999999997
131.6,465.9204
131.7,465.9187
131.8,465.89415841584156
131.9,465.847
132.0,465.9346
132.1,465.8818811881188
132.2,466.0485
132.3,466.165
132.4,466.1205
132.5,465.79019801980195
132.6,465.7384
132.7,465.67280000000005
132.8,465.7348514851485
132.9,466.082
133.0,466.05039999999997
133.1,466.1039603960396
133.2,465.9396
133.3,465.9328
133.4,465.9482
133.5,466.0245306930693
133.6,466.1130316831683
133.7,466.1867
133.8,466.11089999999996
133.9,465.894798019802
134.0,465.809900990099
134.1,465.72800000000007
134.2,466.23799999999994
134.3,466.354
134.4,466.38168316831684
134.5,466.2557
134.6,466.10940000000005
134.7,466.08000000000004
134.8,466.1346
134.9,466.26700000000005
135.0,466.3624
135.1,466.5190099009901
135.2,466.12110000000007
135.3,466.0285
135.4,465.9864811881188
135.5,465.9623287128713
135.6,466.0056
135.7,465.9901960784314
135.8,465.97984705882357
135.9,465.8542
136.0,466.0517821782179
136.1,466.1254
136.2,466.1346
136.3,466.03049999999996
136.4,466.0044554455445
136.5,466.0388
136.6,466.0068
136.7,466.22524752475243
136.8,466.249
136.9,466.1916
137.0,465.9173
137.1,465.65534653465346
137.2,465.632
137.3,466.105
137.4,466.272
137.5,466.26
137.6,466.4256
137.7,466.29990000000004
137.8,466.40811881188125
137.9,466.5408
138.0,466.56
138.1,466.56
138.2,466.519603960396
138.3,466.1046999999999
138.4,465.93679999999995
138.5,466.06940594059404
138.6,466.0376
138.7,466.0098
